,filename,label,features
2174,ID_cf67aa868,[0.00081665 0.01027978 0.0077323  0.01649427 0.00754876 0.01887363],"[2.7066498e-04 5.3058751e-03 3.2214220e-03 ... 4.3869734e-01 4.3840629e-01
 4.0299189e-01]"
2175,ID_a94804b0c,[0.00072139 0.01223156 0.00793926 0.01438132 0.00608251 0.02034504],"[2.9379205e-04 5.4382039e-03 2.6642552e-03 ... 1.0938396e+00 8.0813372e-01
 6.4342231e-01]"
2176,ID_216d68609,[0.00075931 0.01432196 0.00643127 0.01297303 0.00819005 0.02485707],"[2.8497854e-04 6.3207434e-03 2.5845403e-03 ... 1.0806013e+00 8.3898509e-01
 7.2127438e-01]"
2177,ID_dfdd724bf,[0.00147595 0.01614935 0.00948419 0.01739332 0.00856837 0.03522962],"[3.0545008e-04 4.2963107e-03 2.3687463e-03 ... 1.5123551e+00 3.6361951e-01
 3.5631990e-01]"
2178,ID_bb9a4a404,[0.00150532 0.01308227 0.01079678 0.02370886 0.0108214  0.02933345],"[3.4372087e-04 4.0480224e-03 2.4906981e-03 ... 1.1321533e+00 4.0365320e-01
 4.5832658e-01]"
2179,ID_1f30c0d65,[0.00130182 0.01202327 0.01173165 0.01145186 0.00672954 0.0229271 ],"[3.3232587e-04 4.8126476e-03 2.3049805e-03 ... 1.7564824e+00 8.2358265e-01
 9.3577147e-01]"
2180,ID_a283206b3,[0.00036544 0.00477542 0.00531977 0.00658389 0.00255336 0.00711637],"[2.9135044e-04 6.1860466e-03 2.3334017e-03 ... 3.1303854e+00 6.2965280e-01
 6.9640076e-01]"
2181,ID_12a7c3d44,[0.0002984  0.00342752 0.0044574  0.00580447 0.00238284 0.00667271],"[3.0041038e-04 6.0262089e-03 2.3507471e-03 ... 2.7188067e+00 5.9147972e-01
 8.3821464e-01]"
2182,ID_1b51c0f60,[0.00362878 0.02981945 0.02906764 0.04625998 0.02130448 0.08790746],"[3.3031643e-04 5.7475930e-03 2.2679486e-03 ... 1.8458796e+00 3.4885737e-01
 1.1740568e+00]"
2183,ID_9dfe99d71,[0.00077337 0.00981778 0.0084557  0.020037   0.00522507 0.01746513],"[3.3667331e-04 5.3473189e-03 2.1160892e-03 ... 2.6301765e+00 4.4152862e-01
 4.5357347e-01]"
2184,ID_58ad30220,[0.00115484 0.01346018 0.00992782 0.02047664 0.00699184 0.02624034],"[2.7730898e-04 5.3108558e-03 1.9798209e-03 ... 1.9505398e+00 4.1820812e-01
 6.6600108e-01]"
2185,ID_c24feb08b,[0.00507044 0.03988793 0.0398058  0.05494997 0.02776323 0.1043384 ],"[3.0258269e-04 4.0850807e-03 2.3788130e-03 ... 1.7535822e+00 9.9993818e-02
 8.3176458e-01]"
2186,ID_74baebf85,[0.00141401 0.02102562 0.01472944 0.02034141 0.01344127 0.03758127],"[3.6518381e-04 3.3774883e-03 2.3994856e-03 ... 2.0889006e+00 3.4445789e-01
 1.0975457e+00]"
2187,ID_e634c70d2,[0.00291511 0.04328671 0.02496278 0.03493765 0.01781474 0.08484073],"[3.5304198e-04 4.2875567e-03 2.4953624e-03 ... 1.8017327e+00 8.1281340e-01
 3.8187167e-01]"
2188,ID_919638547,[0.0021563  0.03861948 0.01598851 0.02478414 0.01412688 0.05777711],"[4.1785743e-04 3.5984323e-03 2.4146738e-03 ... 1.5954559e+00 9.1156197e-01
 4.5837289e-01]"
2189,ID_54539bfe3,[0.00354482 0.03666702 0.01687702 0.0343783  0.01596968 0.07034474],"[4.3952803e-04 4.2444821e-03 2.7103839e-03 ... 1.4831882e+00 1.4591799e+00
 4.4510356e-01]"
2190,ID_154bf7e8e,[0.00243459 0.02656352 0.00808715 0.03017686 0.01737943 0.07015432],"[4.3933693e-04 2.7507474e-03 2.4006139e-03 ... 6.2826806e-01 1.1742711e+00
 3.3470613e-01]"
2191,ID_ebb198731,[0.00241569 0.02802503 0.00907923 0.02342648 0.01348352 0.06224044],"[4.5818373e-04 4.0975469e-03 2.7133333e-03 ... 9.6293759e-01 1.6570878e+00
 9.5610714e-01]"
2192,ID_b5572f43f,[0.00434684 0.03845997 0.01527108 0.04383361 0.02509528 0.09833573],"[4.5681302e-04 4.1947663e-03 2.7022092e-03 ... 5.4320157e-01 1.6548734e+00
 8.1371051e-01]"
2193,ID_70092d902,[0.00235948 0.02364286 0.00517761 0.02678354 0.01121177 0.03740356],"[4.9925700e-04 4.8583858e-03 3.0230489e-03 ... 1.5300312e+00 1.6138680e+00
 1.6527191e+00]"
2194,ID_4e74e946a,[0.00316986 0.02858474 0.0096077  0.05438707 0.0256397  0.07917919],"[4.8014504e-04 5.0520021e-03 2.9987697e-03 ... 1.1890833e+00 1.5435773e+00
 1.2822466e+00]"
2195,ID_18e871249,[0.00165452 0.01906928 0.00669243 0.03465569 0.01392291 0.0480521 ],"[4.3232524e-04 4.7164317e-03 3.7723591e-03 ... 1.4957763e+00 3.3882763e+00
 1.0878662e+00]"
2196,ID_9fbbfb8e9,[0.00227509 0.03629624 0.00939547 0.04494457 0.02662451 0.0526644 ],"[3.5186068e-04 4.5215189e-03 3.4227348e-03 ... 1.1765618e+00 2.2338490e+00
 1.6666218e+00]"
2197,ID_b68c59754,[0.00501896 0.0423861  0.01228287 0.03959629 0.03014959 0.07423512],"[3.7333230e-04 4.6057012e-03 3.5375061e-03 ... 2.0721226e+00 2.4804888e+00
 1.4314436e+00]"
2198,ID_6b8523596,[0.00221895 0.02250871 0.00620441 0.03447912 0.02793644 0.04496666],"[3.5378104e-04 5.7857865e-03 3.5963336e-03 ... 3.2455375e+00 1.3457911e+00
 1.5073888e+00]"
2199,ID_c6029ed4e,[0.00121743 0.00831895 0.00496354 0.01820944 0.01342601 0.01681084],"[3.8148407e-04 6.7861588e-03 4.4999393e-03 ... 3.3930750e+00 2.2872760e+00
 2.2596853e+00]"
2200,ID_17c1e8f42,[0.00096233 0.00454178 0.0033862  0.00948503 0.00880028 0.01095233],"[4.0731585e-04 4.8285997e-03 4.9306378e-03 ... 2.0275831e+00 2.2378893e+00
 1.4037181e+00]"
2201,ID_392dbdc50,[0.000907   0.0078425  0.007345   0.01023705 0.01434271 0.01820579],"[4.6216749e-04 4.9046949e-03 5.2168807e-03 ... 2.6378243e+00 7.5215429e-01
 1.4937077e+00]"
2202,ID_0ab3bfbe3,[0.00359044 0.02345726 0.01413578 0.03361076 0.04473539 0.07080048],"[4.4712733e-04 5.5125952e-03 5.4625645e-03 ... 1.7346959e+00 7.3435462e-01
 1.1962450e+00]"
2203,ID_42fedfa25,[0.0011002  0.0130276  0.00629031 0.01698043 0.00756845 0.02015169],"[2.9607135e-04 2.6317213e-03 3.9008334e-03 ... 1.5505416e+00 3.7014902e-01
 9.3860269e-01]"
2204,ID_e97be8598,[0.00107963 0.01324473 0.00780771 0.01478044 0.00670452 0.04069529],"[3.1105781e-04 4.5887940e-03 2.9688212e-03 ... 6.6682982e-01 5.9913158e-01
 6.6941005e-01]"
2205,ID_14a9f2f61,[0.00130035 0.01900595 0.00848742 0.022914   0.0142052  0.04862763],"[3.4147792e-04 4.9347109e-03 2.6450134e-03 ... 5.4559940e-01 4.4175363e-01
 1.6747932e+00]"
2206,ID_9738ebc08,[0.00091344 0.01976069 0.00702542 0.01781525 0.00682798 0.03346423],"[3.8393238e-04 4.3878085e-03 2.6253059e-03 ... 7.0409846e-01 1.3682358e-01
 1.5357548e+00]"
2207,ID_e87bb8af6,[0.0031269  0.04761826 0.01355884 0.03510655 0.01813899 0.06246   ],"[4.1566038e-04 3.4673829e-03 2.4571395e-03 ... 6.3150114e-01 4.0670788e-01
 7.8194350e-01]"
2208,ID_f48ab9162,[0.0028834  0.04653495 0.01375011 0.02861533 0.01735255 0.06839781],"[3.2208586e-04 3.7523794e-03 2.1811975e-03 ... 9.9442768e-01 2.6337719e-01
 8.4674388e-01]"
2209,ID_10508e696,[0.00397381 0.06647407 0.02238937 0.05735579 0.02659014 0.15433814],"[2.9080617e-04 4.0743249e-03 2.3470391e-03 ... 1.6478962e+00 4.2766979e-01
 7.4051112e-01]"
2210,ID_e1ac09f42,[0.00076217 0.01584363 0.0071857  0.01089756 0.00610244 0.01954204],"[3.3228699e-04 3.0508342e-03 2.3988872e-03 ... 1.9667370e+00 3.5598096e-01
 1.5500654e+00]"
2211,ID_1b36b64b8,[0.00036126 0.00596044 0.0046185  0.00603957 0.00289441 0.00660665],"[3.7183680e-04 4.3825675e-03 2.3594440e-03 ... 1.8772657e+00 8.4261525e-01
 1.0572014e+00]"
2212,ID_8a43f4e4d,[0.00075209 0.01178997 0.00708256 0.0091444  0.00883994 0.02558663],"[3.3838380e-04 4.4423854e-03 2.7569488e-03 ... 1.7346627e+00 5.0201464e-01
 4.0009928e-01]"
2213,ID_72863090b,[0.0012774  0.01247119 0.00976078 0.00766616 0.01116905 0.01977669],"[3.4132041e-04 4.7154366e-03 2.0625768e-03 ... 1.9525895e+00 4.3833137e-01
 6.8529397e-01]"
2214,ID_15b5aceb2,[0.00084378 0.01473616 0.00715861 0.00655419 0.00667122 0.01533259],"[4.2146642e-04 5.0679133e-03 2.3527653e-03 ... 2.0467823e+00 5.9808975e-01
 9.8335546e-01]"
2215,ID_05cd9e317,[0.0046579  0.064856   0.03840803 0.05359656 0.04704382 0.17417186],"[4.2568147e-04 4.6602632e-03 2.4069261e-03 ... 1.5979809e+00 2.4440426e-01
 7.4263358e-01]"
2216,ID_7c0ae1922,[0.00157371 0.03298321 0.00832804 0.01630596 0.01090542 0.03872362],"[4.2353291e-04 4.2019086e-03 2.6461242e-03 ... 1.7415895e+00 5.6125998e-01
 4.5269954e-01]"
2217,ID_5e3a60326,[0.0021491  0.03745664 0.01114098 0.02568725 0.01318709 0.05200136],"[4.2885612e-04 4.5184181e-03 2.6432346e-03 ... 1.0434616e+00 3.4156078e-01
 6.2789142e-01]"
2218,ID_50afa5247,[0.00158588 0.0249142  0.00443816 0.01213884 0.0070088  0.02008961],"[4.6920727e-04 4.4896938e-03 2.8858092e-03 ... 1.2446740e+00 7.9703420e-01
 3.1533217e-01]"
2219,ID_77ccd21ca,[0.00265544 0.03294395 0.00817484 0.02788629 0.01746795 0.05015185],"[4.9928285e-04 5.1717125e-03 3.0939991e-03 ... 1.1902483e+00 1.6897681e+00
 5.3068286e-01]"
2220,ID_ada894089,[0.0023231  0.03206449 0.00864109 0.03162127 0.01737488 0.05974583],"[5.0986256e-04 5.9207315e-03 2.9637087e-03 ... 1.0574673e+00 1.4386921e+00
 4.3853569e-01]"
2221,ID_1d7c71cdb,[0.00168559 0.02427675 0.00636088 0.01951493 0.01345912 0.03794794],"[4.3334416e-04 5.9664007e-03 3.1657708e-03 ... 1.1615887e+00 1.7530773e+00
 1.2237091e+00]"
2222,ID_62ebbb4a9,[0.00073532 0.00921301 0.00231749 0.01578629 0.00622693 0.01567851],"[3.9216343e-04 5.3863381e-03 3.5574115e-03 ... 1.3366804e+00 2.1615820e+00
 1.9113778e+00]"
2223,ID_fb80acb4d,[0.00081881 0.0097201  0.00310897 0.01788084 0.00615348 0.01431839],"[4.1957857e-04 5.3830943e-03 3.2679318e-03 ... 3.4810696e+00 1.3376544e+00
 1.0772965e+00]"
2224,ID_897456bd6,[0.00133916 0.01631871 0.00444457 0.01905749 0.01046781 0.02206057],"[4.4795446e-04 5.5250842e-03 3.6104387e-03 ... 4.0222220e+00 4.4714347e-01
 8.4574777e-01]"
2225,ID_5bc4081e4,[0.00278552 0.03285179 0.01105896 0.04285347 0.02329515 0.04605905],"[4.0498126e-04 5.3363508e-03 3.8966765e-03 ... 3.3250928e+00 2.8013241e-01
 1.0097933e+00]"
2226,ID_06f7fdd83,[0.00441858 0.03447289 0.013902   0.04809443 0.0389546  0.06209843],"[3.9167539e-04 5.3853551e-03 4.0547168e-03 ... 2.4907146e+00 2.2196962e-01
 7.1694785e-01]"
2227,ID_124ddcafc,[0.00380426 0.02941131 0.01194199 0.03561096 0.03319319 0.04639511],"[4.2830579e-04 6.0927421e-03 4.0617594e-03 ... 1.6300541e+00 8.8182986e-01
 9.5283139e-01]"
2228,ID_44fa9d4eb,[0.00571192 0.03193716 0.0181154  0.04049355 0.03270587 0.06372908],"[4.3575274e-04 5.2916380e-03 4.2427778e-03 ... 1.3242037e+00 8.6431003e-01
 6.9371569e-01]"
2229,ID_b611cb9e4,[0.00278363 0.01905487 0.01199774 0.01619881 0.01514466 0.03938268],"[4.5435579e-04 4.8438599e-03 4.2630611e-03 ... 1.6326653e+00 5.5658805e-01
 2.0600653e+00]"
2230,ID_5a090dd51,[0.00138226 0.00838455 0.00417471 0.00905798 0.01098188 0.01500021],"[5.1184837e-04 6.5598083e-03 5.0767697e-03 ... 1.1029323e+00 1.2619303e+00
 1.4731884e+00]"
2231,ID_c91fb2b53,[0.00296696 0.01545719 0.00691655 0.0219053  0.01249027 0.04234697],"[5.1598775e-04 3.1200203e-03 5.3591188e-03 ... 6.7835277e-01 1.3995171e+00
 1.0257205e+00]"
2232,ID_6977fc019,[0.00245849 0.02234139 0.00557931 0.02814262 0.00859353 0.04254818],"[5.2633556e-04 3.7760499e-03 5.4539219e-03 ... 8.8275790e-01 1.3618469e+00
 1.1933581e+00]"
2233,ID_7e482735d,[0.00201724 0.01865768 0.00482256 0.02287704 0.00753966 0.02439232],"[5.5488257e-04 3.2674861e-03 5.4321848e-03 ... 1.1828876e+00 1.7644516e+00
 8.9560133e-01]"
2234,ID_d4d299997,[0.0025693  0.0266029  0.00739082 0.02835125 0.01561728 0.05752344],"[5.0352223e-04 3.4526621e-03 4.8493193e-03 ... 3.0721021e+00 2.4706972e+00
 4.2369834e-01]"
2235,ID_78fdbdbfc,[0.00181482 0.02007274 0.01143767 0.02161294 0.01462075 0.06431028],"[5.0107692e-04 3.8843644e-03 4.6201255e-03 ... 1.6196454e+00 1.1530652e+00
 6.9857419e-01]"
2236,ID_a94b7c011,[0.00171939 0.02334911 0.00340252 0.01512482 0.00739285 0.01973968],"[5.4689561e-04 3.7370031e-03 4.9184058e-03 ... 1.7053983e+00 1.1066546e+00
 3.9853141e-01]"
2237,ID_1db5bdc62,[0.00084172 0.01214484 0.00176909 0.00831747 0.00391884 0.00811918],"[5.8106642e-04 4.2895214e-03 4.6509695e-03 ... 2.5195718e+00 9.1690123e-01
 4.1065483e+00]"
2238,ID_1cc26c1c9,[0.00116341 0.0087517  0.00203904 0.00552872 0.00474341 0.00503371],"[5.3154113e-04 4.4811936e-03 4.4814683e-03 ... 2.5009036e+00 6.2763584e-01
 4.1041622e+00]"
2239,ID_374bbc00a,[0.00214251 0.01536373 0.00304585 0.01370194 0.00642814 0.01237924],"[5.0672900e-04 4.5317775e-03 4.3973755e-03 ... 1.0621912e+00 7.1145046e-01
 2.4367251e+00]"
2240,ID_28a283464,[0.001605   0.01685311 0.00248162 0.01103835 0.00674343 0.01386047],"[5.0981378e-04 4.0580034e-03 4.2645875e-03 ... 9.1209948e-01 5.5122972e-01
 1.4639167e+00]"
2241,ID_ef5b9c9fe,[0.00145394 0.01804136 0.00368442 0.01393096 0.00744918 0.02225613],"[4.8260359e-04 3.5366430e-03 4.4281594e-03 ... 1.4054227e+00 1.0307009e+00
 1.2797146e+00]"
2242,ID_de15da66f,[0.00192042 0.02286008 0.00378973 0.01782804 0.01038228 0.0318269 ],"[4.5923796e-04 3.4113708e-03 4.2397035e-03 ... 1.2833693e+00 7.1861750e-01
 1.9647923e+00]"
2243,ID_834f6cf3f,[0.00214034 0.01276035 0.00616005 0.0138175  0.00861571 0.03223721],"[3.8240844e-04 3.4928811e-03 3.8619936e-03 ... 8.2977080e-01 9.1749614e-01
 2.0083542e+00]"
2244,ID_d07fc9791,[0.00354819 0.01569047 0.00835992 0.02080904 0.01505463 0.03928569],"[4.1711418e-04 2.9794807e-03 3.9462438e-03 ... 9.9712628e-01 8.5833752e-01
 1.9279768e+00]"
2245,ID_a96cfdcb6,[0.00168968 0.01515731 0.0044394  0.01477632 0.00665202 0.01646774],"[4.2625424e-04 3.5589598e-03 4.1998159e-03 ... 3.7972993e-01 1.4183954e+00
 2.7725618e+00]"
2246,ID_c53704733,[0.00083898 0.00869198 0.00409227 0.01086879 0.00591568 0.00578627],"[4.6874839e-04 4.2520259e-03 4.0206434e-03 ... 6.8224257e-01 1.2074071e+00
 1.5519719e+00]"
2247,ID_e7fc1a657,[0.00120551 0.01134035 0.00581379 0.01661186 0.00851103 0.01187858],"[4.5977512e-04 5.4213684e-03 4.1071307e-03 ... 1.3203187e+00 5.6814241e-01
 8.3170974e-01]"
2248,ID_e9462d638,[0.00048807 0.00395372 0.00370485 0.00553946 0.00215187 0.00575735],"[4.5391073e-04 4.2062048e-03 4.0425379e-03 ... 1.0943146e+00 4.4240105e-01
 2.5561910e+00]"
2249,ID_746bd42a8,[0.00120567 0.0101451  0.00918758 0.01234501 0.01077956 0.0166004 ],"[4.3153053e-04 3.7409570e-03 3.7204749e-03 ... 9.6036065e-01 5.8469564e-01
 1.8815823e+00]"
2250,ID_6c40d668d,[0.00065958 0.00524079 0.00300467 0.00595624 0.0051678  0.0088512 ],"[4.0278400e-04 3.5537644e-03 3.5338427e-03 ... 6.4895660e-01 7.0293707e-01
 4.2135229e+00]"
2251,ID_8592bba6d,[0.00054105 0.00603811 0.00269801 0.00702996 0.00440972 0.01043423],"[3.9424692e-04 3.6339909e-03 3.3990580e-03 ... 6.9642150e-01 2.8995374e-01
 3.0779753e+00]"
2252,ID_5eb10ecf4,[0.00207343 0.02008619 0.01045336 0.0277885  0.01560459 0.0625089 ],"[4.0098079e-04 2.7806838e-03 3.2436503e-03 ... 4.9839976e-01 2.6389095e-01
 3.0973092e-01]"
2253,ID_40534ac09,[0.00259372 0.02038025 0.01105713 0.02313838 0.0118601  0.0667164 ],"[3.9670727e-04 2.8644130e-03 2.8556893e-03 ... 8.0620992e-01 7.3499596e-01
 4.4706935e-01]"
2254,ID_757e30c32,[0.00246055 0.02188825 0.01354459 0.02000383 0.01187281 0.0479637 ],"[3.7772942e-04 3.4198484e-03 2.7987175e-03 ... 1.1270770e+00 4.3915880e-01
 2.8065255e-01]"
2255,ID_38145603c,[0.00193974 0.01477944 0.00783474 0.01677079 0.00749539 0.03141117],"[3.9459916e-04 3.1190279e-03 2.6656408e-03 ... 1.7245398e+00 7.1760613e-01
 5.4420650e-01]"
2256,ID_e2453444b,[0.00395097 0.03096136 0.02572179 0.03236346 0.02380621 0.07845968],"[3.9889637e-04 2.7177273e-03 2.5686221e-03 ... 1.6058663e+00 8.7868905e-01
 4.8109829e-01]"
2257,ID_154bc5b10,[0.00274889 0.02341238 0.0134983  0.02523011 0.02118376 0.04464546],"[3.9793935e-04 3.2918511e-03 2.6634727e-03 ... 1.3283877e+00 1.9341108e-01
 1.1017723e+00]"
2258,ID_198f595e7,[0.00094506 0.00775835 0.00705292 0.0090896  0.01145649 0.02446965],"[4.2255654e-04 3.9724326e-03 2.4884548e-03 ... 8.5661769e-01 4.1123134e-01
 1.6322131e+00]"
2259,ID_185ba76ff,[0.00168512 0.01573745 0.0108078  0.0087022  0.01628889 0.02817986],"[4.1425537e-04 4.7869720e-03 2.6293923e-03 ... 2.9945867e+00 3.1399465e-01
 1.5622600e+00]"
2260,ID_47fbba32e,[0.00220025 0.02200339 0.0144982  0.01253086 0.01609098 0.02268739],"[4.2327851e-04 3.9252718e-03 2.5134131e-03 ... 1.0890456e+00 2.5071490e-01
 1.1237779e+00]"
2261,ID_25a418bd2,[0.00384897 0.0400094  0.02315617 0.03058472 0.03398965 0.05765454],"[4.0970946e-04 3.6893226e-03 2.5892723e-03 ... 1.5525198e+00 9.0981200e-02
 3.2175130e-01]"
2262,ID_085d7660a,[0.00632942 0.06109258 0.03544203 0.05090458 0.04847544 0.10122183],"[4.3721605e-04 2.6284885e-03 2.6258491e-03 ... 1.5523698e+00 1.3747174e-01
 2.8785858e-01]"
2263,ID_c6ccae482,[0.02390621 0.10681511 0.06744639 0.12300441 0.11843938 0.3052341 ],"[4.6744160e-04 2.6835324e-03 2.6629947e-03 ... 1.5396546e+00 5.4398201e-02
 5.1583225e-01]"
2264,ID_3daf97607,[0.00382775 0.02368364 0.01655764 0.03024209 0.02842846 0.06425341],"[4.8470974e-04 4.2518913e-03 2.6877101e-03 ... 1.5265491e+00 3.7034029e-01
 5.1709545e-01]"
2265,ID_c61336262,[0.00397558 0.02829877 0.02453709 0.03433852 0.02807608 0.06800221],"[4.4774354e-04 3.5468321e-03 2.9066082e-03 ... 2.1666861e+00 5.7138014e-01
 3.0009377e-01]"
2266,ID_4f62a9043,[0.00284098 0.02045985 0.01866879 0.02747312 0.01794964 0.05502465],"[4.3580879e-04 3.5659834e-03 2.6399461e-03 ... 2.7169361e+00 3.5129094e-01
 6.6714883e-02]"
2267,ID_ba5234f68,[0.00350142 0.02588152 0.02081    0.03892536 0.02518694 0.08498258],"[4.2191907e-04 4.2680884e-03 2.7324450e-03 ... 2.2044134e+00 1.1007457e+00
 3.9600991e-02]"
2268,ID_64e9ac5f2,[0.00240537 0.01227107 0.00746581 0.02005148 0.0159869  0.03188886],"[4.5274384e-04 4.6586827e-03 2.9095840e-03 ... 1.7021253e+00 7.6314676e-01
 2.8141636e-01]"
2269,ID_d9fe0469a,[0.00664741 0.03686254 0.01739567 0.05289638 0.04377954 0.10082433],"[4.9016194e-04 4.2260862e-03 2.9822735e-03 ... 1.6285748e+00 8.6703229e-01
 7.4100584e-01]"
2270,ID_9daa6cd93,[0.00936035 0.05263054 0.02228776 0.0755211  0.06116551 0.13085373],"[5.1335176e-04 3.6834921e-03 3.2113648e-03 ... 1.4292963e+00 7.5916606e-01
 6.1234194e-01]"
2271,ID_acc19553b,[0.00650797 0.04023583 0.01802493 0.08082096 0.04781409 0.14482155],"[5.2694732e-04 4.0937155e-03 3.3822700e-03 ... 1.5040514e+00 3.0606088e-01
 1.3120010e+00]"
2272,ID_b1b650d04,[0.00976304 0.05828904 0.02715337 0.10093681 0.05989863 0.19815043],"[5.4398359e-04 4.5084357e-03 3.5233921e-03 ... 1.3387476e+00 6.9692594e-01
 8.2854450e-01]"
2273,ID_f7b4141e5,[0.003153   0.02041008 0.00457686 0.04381052 0.0188352  0.07784745],"[5.4900337e-04 3.7980555e-03 3.8230016e-03 ... 1.2084545e+00 2.0319312e+00
 1.2112985e+00]"
2274,ID_b2866c163,[0.0044086  0.03141718 0.0056837  0.05194832 0.02511133 0.10601646],"[5.7385827e-04 4.1093826e-03 4.0637814e-03 ... 9.4435596e-01 2.6154652e+00
 1.6174302e+00]"
2275,ID_d4e12195a,[0.00153287 0.01675649 0.00347775 0.02565025 0.0123994  0.03245964],"[6.2468799e-04 4.5037791e-03 4.6801139e-03 ... 1.0478921e+00 3.7546299e+00
 2.4660110e+00]"
2276,ID_ded9a2944,[0.00102034 0.01533768 0.00288041 0.02378025 0.01369709 0.03236051],"[7.1860431e-04 4.6233558e-03 5.0973808e-03 ... 2.4605501e+00 3.1731482e+00
 4.0934176e+00]"
2277,ID_dc2b4cfb4,[0.00066791 0.0097242  0.00186698 0.01173597 0.00524511 0.01464978],"[7.0523215e-04 3.7975486e-03 5.5122208e-03 ... 1.3911186e+00 3.1429701e+00
 3.9490449e+00]"
2278,ID_44b018388,[0.00095742 0.00786752 0.00433736 0.01064602 0.00695784 0.015241  ],"[7.7802455e-04 4.0222956e-03 5.5978601e-03 ... 1.5214505e+00 2.7015350e+00
 2.8589306e+00]"
2279,ID_f5221156f,[0.00106024 0.01008402 0.00420713 0.00983377 0.00972875 0.01047531],"[8.1135676e-04 4.8443172e-03 6.0624862e-03 ... 2.6688180e+00 6.2969035e-01
 1.4118109e+00]"
2280,ID_4ec157dae,[0.0009211  0.00863884 0.00316354 0.00741716 0.00765315 0.01148671],"[8.4803719e-04 5.3197658e-03 6.9608288e-03 ... 6.0175264e-01 1.7952523e+00
 1.5125810e+00]"
2281,ID_63994ab62,[0.00081135 0.01513734 0.00396843 0.0209742  0.01279711 0.02980691],"[8.6382014e-04 6.3548507e-03 7.7245408e-03 ... 1.5969865e+00 1.0993671e+00
 7.5681108e-01]"
2282,ID_acf562d5c,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
2283,ID_95403025c,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
2284,ID_915e7fac7,[0.00102572 0.01732991 0.00355024 0.02401329 0.01214699 0.02545855],"[1.0039713e-03 6.7769922e-03 6.9824243e-03 ... 1.8995249e+00 1.3370382e+00
 6.4484054e-01]"
2285,ID_142395b57,[0.00059237 0.00464911 0.00213808 0.00448575 0.00253202 0.00555534],"[3.9076060e-04 2.4754505e-03 3.7103014e-03 ... 4.1788748e-01 1.0233223e+00
 2.1405540e+00]"
2286,ID_c22fdedb2,[0.00199862 0.01218493 0.0058845  0.01839327 0.01079743 0.02618289],"[3.8883038e-04 2.8049559e-03 3.6849787e-03 ... 1.0143799e+00 7.9273653e-01
 2.8438826e+00]"
2287,ID_27717411f,[0.00575263 0.03397373 0.01833267 0.03420173 0.03268905 0.08088797],"[3.6268058e-04 3.2580500e-03 3.7978613e-03 ... 4.7733143e-01 4.3942481e-01
 1.3905556e+00]"
2288,ID_fa588db84,[0.00245999 0.01256154 0.01287814 0.01682166 0.01996363 0.03610086],"[4.4344913e-04 2.6769768e-03 3.8867085e-03 ... 4.7685879e-01 5.4428732e-01
 2.1611445e+00]"
2289,ID_8fbf1d78c,[0.00204689 0.01454667 0.00846929 0.03155259 0.02000649 0.03642984],"[4.4490278e-04 2.7800868e-03 3.9382302e-03 ... 1.0483446e+00 2.7050987e-01
 1.5596669e+00]"
2290,ID_b688d2067,[0.00089808 0.00937902 0.00553593 0.02160722 0.00773171 0.02057272],"[3.9712965e-04 2.7963747e-03 3.5978677e-03 ... 4.8312214e-01 7.0910144e-01
 1.0830057e+00]"
2291,ID_6af7d06c1,[0.00105515 0.00703933 0.00688342 0.01830963 0.01089124 0.02128227],"[3.5819795e-04 1.4815013e-03 3.5548464e-03 ... 6.9548011e-01 4.3839717e-01
 1.1276951e+00]"
2292,ID_9094dabb7,[0.00553849 0.02569761 0.0219671  0.06531814 0.03547031 0.11614414],"[3.1547199e-04 1.8458217e-03 3.2352924e-03 ... 1.0046191e+00 5.9984807e-02
 6.9602424e-01]"
2293,ID_d7c61e817,[0.02232645 0.08992628 0.10167042 0.16236134 0.13233463 0.45751783],"[3.5161176e-04 3.4101780e-03 3.2959338e-03 ... 5.9024304e-01 8.5893445e-02
 5.7040143e-01]"
2294,ID_d52e5a106,[0.02079601 0.08736216 0.09106746 0.16791266 0.12164319 0.40575048],"[3.8310140e-04 4.4917306e-03 3.3064014e-03 ... 8.8660109e-01 8.3842494e-02
 9.5001996e-01]"
2295,ID_3e29764cb,[0.03315816 0.14809647 0.1468241  0.21359542 0.16968076 0.5758708 ],"[3.7953383e-04 2.8088894e-03 3.1694323e-03 ... 6.7756748e-01 1.5427552e-02
 3.9550555e-01]"
2296,ID_2843b45a0,[0.03751388 0.14914717 0.15665984 0.21999486 0.17768666 0.56658083],"[3.6450330e-04 2.6501843e-03 3.1231355e-03 ... 4.8446596e-01 2.0080816e-02
 1.0804303e-01]"
2297,ID_1b540b2e8,[0.05927629 0.21864985 0.2010661  0.28138587 0.22872382 0.6596304 ],[0.00036505 0.0020032  0.00316089 ... 0.3166107  0.01029954 0.12419686]
